ID,性別,年齢,メッセージ人数,掲示板投稿数,被通報数,会員フラグ(プレミアム、ダイヤモンド),ニックネーム,身長,年収,資産,職業,体型,飲酒,喫煙,婚姻状況,居住地,交際タイプ,自己紹介,メッセージ送信可能フラグ,メッセージ送信済みフラグ,画像取得フラグ,登録日時,作成日時,更新日時
14750330068367,1,51,0,0,0,,日明,165～169cm,600万円以上,1000万円以上,オーナー,普通,飲む,吸う,既婚,愛知県,,女性に望む事は、優しさと思いやりです。芯がしっかりされている方はいいのですが、気が強い方は苦手です。自然に人に気を遣えるような小奇麗な女性がいいです。,true,false,true,9999-12-31,2018-05-14,2018-05-14
14752089193784,1,52,0,0,0,,fire,165～169cm,800万円以上,2500万円以上,会社経営,普通,飲む,吸わない,独身,群馬県,,"いい出会いがあればいいなと思い登録しました。<br>
趣味はスポーツ観戦、読書。<br>
休日はスポーツクラブに通っています。<br>
まずは楽しくお話しませんか？<br>
よろしくお願いします。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14762379824391,1,51,0,0,0,,チャーミー,175～179cm,2000万円以上,2500万円以上,会社経営,やや細め,飲む,吸わない,独身,愛媛県,,"複数社の経営をしています。<br>
立場柄、時間は割と自由に作れます。<br>
素敵な方と出会いたくて登録しました。<br>
サポートしつつ恋人同士のような関係を希望します。<br>
大切に思える一人を探しています。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14762395197319,1,49,0,0,0,,hilts,165～169cm,600万円以上,1000万円以上,会社員,普通,飲む,吸う,独身,千葉県,,性格は温厚で真面目、誠実な方だと思います。優しさもあると思います。 周りの人たちからは慕われる方だと思います。 甘えたい分、甘えて欲しい そんな想いを抱いています。,true,false,true,9999-12-31,2018-05-14,2018-05-14
14721768079540,1,50,0,0,0,,nayoshitora,175～179cm,600万円以上,1000万円以上,会社役員,普通,飲む,吸わない,独身,北海道,,"趣味は野球観戦ですが、最近はなかなか行けておりません…<br>
近々行けたらと思っています。<br>
休みは基本土日です。<br>
宜しくお願いします。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14701935648502,1,31,0,0,0,,てるまさ,170～174cm,800万円以上,1000万円以上,会社経営,太め,飲む,吸わない,独身,埼玉県,,"初めまして。<br>
<br>
ドライブ、旅行、温泉など楽しみ、気さくに会話ができる方との出会いを希望しています。<br>
最初はメール交換からのお付き合いが出来ればと思っています。<br>
<br>
不慣れではありますが、宜しくお願い致します。<br>
",true,false,true,9999-12-31,2018-05-14,2018-05-14
14706198659853,1,40,0,0,0,,ちーたか,175～179cm,800万円以上,1000万円以上,会社経営,普通,飲む,吸わない,独身,熊本県,,"食事、デート, を楽しめる方　<br>
特に体の関係は必須で求めています。<br>
後　すいませんが自分より年上の方はごめんなさい　　年下の方を求めてます。",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191462254,1,50,0,0,0,,おかび,165～169cm,800万円以上,500万円以上,会社役員,太め,飲む,吸う,独身,北海道,,はじめまして。まずはメールから気軽にはじめませんか。宜しくお願いします。,true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191771793,2,24,880,4,5,,なーなみ,150cm以下,,,会社員,やや細め,時々飲む,吸わない,独身,東京都,相手に合わせる,"初めまして(o´艸`)<br>
分からない事だらけですが<br>
気の合う方と<br>
出会えたら良いなと<br>
思っています。<br>
よろしくお願いします♪<br>
<br>
食べる事が大好きで<br>
美味しい食べ物に目がないです笑<br>
<br>
普段は関西弁を話す明るい人です♪<br>
※関西出身ではありません。<br>
<br>
不特定多数の方と会われてる方は<br>
苦手です。<br>
<br>
忙しくなければ、返信は早いです。<br>
",true,false,true,2017-11-03,2018-05-14,2018-05-14
20581191797298,1,39,0,0,0,DIAMOND,masa57,170～174cm,1000万円以上,2500万円以上,会社員,やや細め,飲む,吸わない,既婚,東京都,,"はじめまして。普段は都内でIT系の会社に勤めています。<br>
まずは食事等で顔合わせさせていただき、お互い気が合えばその後の時間も付き合っていただける方を探しています。<br>
長期的なお付き合いができればと思っていますので、初対面からそういった関係を求めるつもりはありませんが、食事や買い物だけのお付き合いを希望される方は探していません。<br>
お酒を飲むのが好きなので、最初の1杯でもいいのでお付き合いいただける方だとうれしいです。(プロフィールを「飲まない」にされている方にメッセージを送ることはありません。)<br>
また、話すのは嫌いではないのですが、僕自身も色々な知識を吸収したいと思っているので、たくさん話してくれる方だとうれしいです。<br>
<br>
既婚者なので週末は時間がとれません。基本的には平日の仕事帰りに都内でお会いできればと思います。<br>
お会いできる場所は限定的ですが、会議の予定次第ではランチやお茶でもお会いできます。<br>
あまり時間をとれる方ではないので事前に写真を見せていただける方、条件を先に決めれる方とお会いしたいと思っています。<br>
<br>
時間をいただくのがサイトの主旨と思っていますので、顔合わせでもお礼はさせていただきます。<br>
こちらの希望としては、タバコを吸わない方で一回り以上歳が離れている方だとうれしいです。<br>
また、僕自身がやせている方なので、太めの方には苦手意識があります。<br>
<br>
平日はPCの前にいることが多いのでメッセージいただければすぐに目を通すようにはしますが、返信はきちんと考えてからしたいのでお時間いただくかもしれません。<br>
また、お気に入りには気づくのが遅れるのと、プロフィールを読んでないと思われる方も散見されるので、興味を持っていただけるようでしたら一言メッセージをいただければと思います。<br>
※こちらもお気に入りのお店を予約しているので、ドタキャンだけは本当にやめていただきたいです。。。",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191811355,2,34,78,1,0,,りんめい,160～164cm,,,アルバイト,少し太め,時々飲む,吸わない,独身,千葉県,積極的,"初めまして！<br>
<br>
人見知りがあるので、最初は目を見てお話できないところがありますが、慣れたら明るくて元気かと。<br>
よく天真爛漫と言われます。<br>
<br>
趣味は学生時代からやってるバレーボール、ミシン。<br>
犬と猫ちゃんが大好きで、保護猫の黒猫♂と暮らしています。<br>
野良猫に話しかけるタイプです。<br>
<br>
甘いもの、辛いもの大好き。<br>
お肉もお魚も大好き！<br>
万年ダイエッターです(&nbsp;ﾉД`)<br>
<br>
今、リンパドレナージュの資格が取りたくて模索中です。<br>
いつか資格を取って仕事に出来たらと思っています。<br>
<br>
嘘はつきません。<br>
お返事はちゃんとします。<br>
ガラスの心なので、既読ついてるのに何日もお返事ないと凹みます…。<br>
<br>
何人ものサポーターは求めていません。<br>
誠実で、明るく楽しい方と出会えたらと思っています。<br>
<br>
",true,false,true,2018-04-23,2018-05-14,2018-05-14
20581191803531,1,49,0,0,0,PREMIUM,Wands,170～174cm,2000万円以上,2500万円以上,会社経営,普通,飲む,吸わない,既婚,神奈川県,,"はじめまして。<br>
良い出会いがあればと登録しました。<br>
<br>
写真ふわっとしたものしか載せる事が出来ませんが、ご理解下さい。お会いする前にきちんと交換はさせていただきます。<br>
<br>
不馴れな対応になりますが、よろしくお願いします。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14511904593705,1,41,0,0,0,,ゆっち,170～175cm,800万円以上,1000万円以上,会社役員,普通,飲む,時々吸う,独身,福岡県,,食事したり、デートを楽しんだり、お互いに求め合うようなセックスがしたいですね。,true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191803152,2,25,6,0,1,,かな(´∀｀*),150～154cm,,,看護師,太め,飲む,吸わない,独身,群馬県,まずは食事から,"はじめまして！<br>
お話が合う人とお話しできればと思っていますー！<br>
邦楽ロック、ゲーム、YouTubeが好きです！<br>
まずはお話しましょう(´∀｀*)<br>
ご飯とかドライブとか、一緒に行けたらと思っています(*´ω｀*)<br>
よろしくお願いします(((o(*ﾟ▽ﾟ*)o)))",true,false,true,2018-03-22,2018-05-14,2018-05-14
14559641516402,1,56,0,0,0,,寅さん,165～170cm,2000万円以上,5000万円以上,会社経営,普通,飲む,吸わない,既婚,福岡県,,"素敵な出会いを探しています。<br>
50代の経営者です<br>
良い食事とよい睡眠が大切ですね<br>
お食事を楽しめる方を求めています。",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191792020,2,23,74,2,1,,ひ な こ ♡,160～164cm,,,会社員,普通,飲む,吸わない,独身,神奈川県,相手に合わせる,"都内でOLしてます✨<br>
人見知りでドジですが、笑顔は絶やさない元気なところが長所です！笑<br>
お酒と美味しいものが大好きなので、一緒に楽しくお酒が飲める方と仲良くなりたいです。",true,false,true,2018-02-04,2018-05-14,2018-05-14
14564835314037,1,35,0,0,0,,JAMIC,170～175cm,1000万円以上,500万円以上,会社役員,やや細め,飲む,時々吸う,独身,東京都,,仕事は会社役員と音楽の仕事をやってます。基本的に人間関係に重きを置き、人と末長くお付き合いをさせて頂いております。,true,false,true,9999-12-31,2018-05-14,2018-05-14
14767636975032,1,50,0,0,0,,愛爾,175～179cm,1000万円以上,2500万円以上,医師,普通,飲む,吸わない,独身,岡山県,,"もう若くは在りませんが、気持ちだけは若くありたいと思っています。<br>
良いパートナーを真剣に探していますので興味を持たれた方が居ましたら宜しくお願いします。",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191804268,2,25,153,0,1,,前田りお,165～169cm,,,会社員,やや細め,時々飲む,時々吸う,独身,東京都,相手に合わせる,"元モデルのOLです♡<br>
仲良くしてください♡",true,false,true,2018-03-27,2018-05-14,2018-05-14
14767647188024,1,27,0,0,0,,遊一,155～159cm,300万円以上,100万円以上,会社員,普通,飲む,吸う,独身,秋田県,,"よろしくお願いします。<br>
性格は、明るく、楽しませるタイプかな。休日は、近場のドライブや買い物。生後６ヶ月になるココ（犬）の散歩やココと猫と、遊んでいます。（動物は大好きです） 普段でも、笑顔は、絶えない私だと思っています(o^^o)<br>
ただ、意外と心が弱い所も有るかも・・・（直ぐ落ち込む所かな） それと、メールや写真では真面目・かたい人に思われがちですが実際の私は意外と話すと楽しいと言われます(o^^o)♪",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191771642,1,35,0,0,0,PREMIUM,たかはら,175～179cm,1000万円以上,2500万円以上,医師,普通,時々飲む,吸わない,独身,東京都,,"  一応医師をしています。割と忙しいので、空いた時間を一緒に楽しく過ごせる方を探しています。良い関係を長く、が理想です。<br>
  目標がある方、頑張っている方は応援したくなります。僕もちょっと苦労したタイプなので。",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191815141,2,36,4,0,0,,ひよこま,155～159cm,,,会社員,普通,時々飲む,時々吸う,独身,三重県,まずは食事から,一部上場企業勤務です。独立準備中です。アドバイスいただけて、力になってくださるような素敵な男性と出会いたいです。よろしくお願いいたします。,true,false,true,2018-05-08,2018-05-14,2018-05-14
14508523219823,1,40,0,0,0,,skypop,180cm以上,1000万円以上,1000万円以上,オーナー,普通,飲む,吸う,独身,大阪府,,人生楽しみましょう！！,true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191816548,2,26,9,0,0,,ひぃたん,165～169cm,,,会社員,普通,時々飲む,吸わない,独身,東京都,まずは食事から,"はじめまして。<br>
熊本から夢を叶えるために東京でてきました。<br>
今回東京に上京するのは2回目です。<br>
1回目は女優になるために上京してきたのですが、4年半頑張ったのですが、1度熊本に帰りました。<br>
熊本には帰ってからは3年いたのですが、そこでまたさらに新しい目標を見つけ東京に12月末に出てきました。<br>
<br>
東京に出てきて、ずっと仕事が忙しくて平日お会いすることはなかなか難しいかもです。<br>
早くて21時に終わります。<br>
土日でも可能であればよろしくお願い致します。<br>
<br>
趣味は、映画鑑賞、読書、ゴルフ(真夏のゴルフはしません 笑)、愛犬と遊ぶ、ジムです。<br>
他にも好きなことは、ドライブ、印象派鑑賞、ワイン／日本酒です。<br>
<br>
去年までは週5でジムにいってたんですけど、ここ忙しくて2ヶ月間いけてないです😣<br>
<br>
自分を高められるいい出会いがあると嬉しいです。<br>
よろしくお願い致します。",true,false,true,2018-05-13,2018-05-14,2018-05-14
14508525759165,1,61,0,0,0,,浩司,165～170cm,800万円以上,5000万円以上,会社経営,少し太め,飲む,吸う,既婚,福島県,,大人のジェントルなお付き合いを希望します。もちろんお互いの秘密を守り、迷惑をかけないお付き合いです。東京への出張も多いのでで東京周辺の方もOKです。,true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191799207,2,20,58,0,0,,Roi,155～159cm,,,学生,やや細め,時々飲む,吸わない,独身,福岡県,相手に合わせる,"はじめまして☺️<br>
自分ではわかりませんが<br>
年齢の割には落ち着いてると言われます。<br>
<br>
アルバイトの掛け持ちを重ねても<br>
窮屈な生活が嫌になり登録しました(＞＜)<br>
色々と資格の勉強などしております。<br>
ミュージカルなどが好きです！<br>
なかなか行けないですがいつかいけたらいいなあと😔<br>
<br>
応援してくれる方がいらっしゃればと<br>
思っております(*^^*)<br>
よろしくお願いいたします。<br>
<br>
",true,false,true,2018-03-06,2018-05-14,2018-05-14
14768428502389,1,53,0,0,0,,好士,175～179cm,1000万円以上,2500万円以上,会社経営,普通,飲まない,吸わない,独身,和歌山県,,"休日の過ごし方はドライブする事が多いです<br>
月に１回ゴルフにも行きます<br>
お互いに拘束する事なく趣味を楽しむことが出来ればいいと思います<br>
もちろん趣味が合えば楽しい時間を共有出来るので<br>
これからの人生を謳歌するにふさわしいと思います<br>
美味しい物を探して食べに行ったり<br>
日帰り温泉でくつろいだり<br>
紅葉とか季節毎に観光地をドライブしたり<br>
ご一緒していただける方を望んでいます",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191775033,2,26,166,0,0,,･*･:≡(　ε:),165～169cm,,,会社員,細め,時々飲む,吸わない,独身,東京都,まずは食事から,"都内でOLをやっております👠❣️<br>
身長166cm体重50kgの長身細身です！<br>
脚はよく褒めていただきます🙈♡脚フェチの方はぜひ！！！笑<br>
顔は普通よりちょっと可愛いくらいくらいかなと思います！めちゃくちゃ可愛いわけではないです🙇初対面の方には褒めてもらえたりしますが！可愛いか綺麗かだとどちらかと言えば綺麗派です💎✨<br>
<br>
初めましてで大人の関係にはなれません(&gt;_&lt;)<br>
(初めましてで大人の関係を求めてくる方が割といて驚いています💦)<br>
一度お茶かお食事でお会いしてお互いよければその後会うという形を取りたいです🙇<br>
顔合わせでお手当貰おうなんて思ってないし交通費も気持ちでよいです！(むしろかなり遠くなければ交通費も要らないです)<br>
<br>
色々な目的で登録されてる方がいらっしゃると思うので、ただ女の子とデートやお食事がしたいとかでも大歓迎です😌💓<br>
いろんな形があると思うのでこれもアリかな？ってのも気軽にメッセージください(*´ω｀*)<br>
できるだけ柔軟に対応いたします！<br>
<br>
写真はメッセージで公開します🙆⭕<br>
気になった方はお気軽にメッセージください！<br>
よろしくお願いします！<br>
<br>
お仕事のお手伝いをして欲しいという方もよかったらどうぞ💻♡<br>
仕事上Illustrator、Photoshop使えます٩( 'ω' )و <br>
…いないですかね笑",true,false,true,2017-11-17,2018-05-14,2018-05-14
14768486228064,1,48,0,0,0,,侑己,175～179cm,800万円以上,2500万円以上,会社経営,細め,飲む,吸わない,独身,岡山県,,"会社を経営しています。人材育成支援事業を展開中です。<br>
趣味はテニス・ギターなどランチを楽しく食べる事など、<br>
新しく環境分野の事業にも取り組みちゅうです。<br>
自由な時間楽しい生活が出来るようにライフワークをとっていきます。<br>
楽し出会いをお待ちしています。",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191452374,1,38,0,0,0,,小陽,180cm以上,800万円以上,1000万円以上,会社役員,太め,飲む,吸わない,独身,北海道,,"ソコソコの見た目はしてますよ！！！ 気軽にご飯でもいきましょう(*^_^*)<br>
色んな人と出会いたいので興味あればメッセください♪",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191815172,2,21,8,0,0,,ちほ(*бωб*)♡,150～154cm,,,その他,やや細め,時々飲む,吸わない,独身,福岡県,まずは食事から,"メッセージいっぱいありがとうございます。<br>
プロフィールをきちんと見てくださってメッセージを送って下さる常識的な紳士様はやはりメッセージの時点から素敵だな、会ってみたいな、と思えます。記載してるのにNG項目を載せられるお方は怖くて😱引いちゃいます😭<br>
心の繋がりを大事にお互い！思い合えるお方を大切にしたいのでやはりメッセージからお互いの信頼度は積み重なっていくんだなぁと思いました😊<br>
紳士様、ありがとうございます😄<br>
<br>
<br>
SNSとかでよくパパ活ってワード見かけるので気になって…！<br>
好奇心旺盛なので普段できない体験とかしてみたいな(*бωб)！<br>
お互いに楽しい時間を過ごしたいですよね♪<br>
容姿はオシャレ好きですし気を使ってますのでご安心下さい(&nbsp; ᴗˬᴗ)！<br>
<br>
✖✖✖NG✖✖✖<br>
・いきなりの車🚗💨普通の神経してる女の子なら怖いです<br>
・いきなりの大人の関係、精神的にも肉体的にも社会的にもリスクいっぱいです、めっちゃ怖い😱<br>
<br>
<br>
お互いに気付かいしあえるということに理解のあるお方と巡り会えたらと思えます。<br>
秘密厳守でき拘束束縛しない関係であれるのが理想です。<br>
<br>
ご縁がありましたお方と長く続くければなぁ～と思ってます！<br>
素敵なかたと巡り会えることをお祈りします(&nbsp; ˇ人ˇ)†",true,false,true,2018-05-08,2018-05-14,2018-05-14
14554377516057,1,37,0,0,0,,yasuda,165～170cm,800万円以上,500万円以上,会社役員,普通,飲む,吸う,独身,東京都,,"写真は変な状態ではありますが、いやな奴ではないと思います。<br>
大人なお付き合いをさせていただければと思います。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14654461996059,1,37,0,0,0,,monoton,165～169cm,600万円以上,500万円以上,その他,少し太め,時々飲む,吸う,独身,神奈川県,,"時間にあまり余裕がないのですが、財力に余裕あるので、たまに美味しいご飯をお付き合いできる方を探してます。気があえば大人の関係前提にお付き合いできれば。<br>
海外にいくことが多く、不定期ですが月2, 3回楽しい時間すごせればと思います。<br>
",true,false,true,9999-12-31,2018-05-14,2018-05-14
